gene	twas_z	twas_p	twas_fdr	reference_tissue	n_model_snps	model_class	magma_overlap	current_exemplar_gene	interpretation_class	notes
CTD-2306A12.1	-2.4971387386322	0.0125199962214322	0.309927369588408	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
SNRNP70	-2.49469500441926	0.0126065436003698	0.309927369588408	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
PTPN22	-2.49403524398804	0.0126300003161657	0.309927369588408	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
ZFP30	-2.49263262748718	0.0126799965019368	0.309927369588408	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
NUDT19	2.49257881324861	0.0126819181921133	0.309927369588408	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
GGA2	-2.48928594589233	0.0127999970797119	0.311536255454376	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
TRPM6	2.48707008361816	0.0128800022841551	0.312055749894116	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
PPFIA1	2.48541641235352	0.0129399971865044	0.312055749894116	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
ADAT1	-2.48328350306303	0.0130177437586853	0.312055749894116	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
KRT5	2.48240184783936	0.0130500014342144	0.312055749894116	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
FGFR4	-2.48093853700559	0.0131036965732871	0.312055749894116	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
SEC24C	2.47968101501465	0.013149996440077	0.312055749894116	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
EMP1	-2.47844824593207	0.0131955253021818	0.312055749894116	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
JPH2	-2.47724771499634	0.01323999743807	0.312055749894116	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
RP11-359I18.5	2.46765851974487	0.013599998966542	0.319195967347393	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
CHMP2B	-2.46634435653687	0.0136500036346781	0.319195967347393	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
RERG-AS1	2.45983743667603	0.013899996077111	0.323772174249269	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
WHAMM	-2.45752000808716	0.0139900017526107	0.32460070214326	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
ATAD3A	-2.45572686195374	0.014059997671841	0.32496033378755	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
KBTBD4	2.45363050552578	0.0141422212360233	0.325442110207985	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
HSPB6	2.45241737365723	0.014189996420271	0.325442110207985	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
SLC17A4	-2.44662690162659	0.0144200024152891	0.329450093495666	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
PGAP3	2.44388651847839	0.0145299961097511	0.330696056497884	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
CPSF2	-2.43729616086066	0.014797554404313	0.331516874084625	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
SLC9A5	2.43710297212547	0.0148054626455097	0.331516874084625	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
HEPHL1	2.4355297088623	0.0148700034565934	0.331516874084625	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
INTS8	-2.43383026123047	0.0149399992034034	0.331516874084625	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
TMBIM6	-2.43310403823853	0.0149699988226617	0.331516874084625	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
FMNL3	2.43310403823853	0.0149699988226617	0.331516874084625	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
RGPD8	2.42973184585571	0.0151099974672048	0.331516874084625	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
CBLB	-2.42901277542114	0.015139998840463	0.331516874084625	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
PDE9A	2.42901277542114	0.015139998840463	0.331516874084625	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
ENGASE	2.42822390285883	0.015172972862669	0.331516874084625	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
SLC30A7	2.42733979225159	0.015210002871493	0.331516874084625	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
DNAJC3-AS1	2.42567372322083	0.0152800006808678	0.331516874084625	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
PON3	2.42472457885742	0.0153200044740086	0.331516874084625	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
FAM66B	-2.42306900024414	0.0153900032126815	0.331516874084625	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
ZBTB45	2.42283320426941	0.0153999956601444	0.331516874084625	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
MRPS36	2.42048072814941	0.0155000008675358	0.331790022278653	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
AKR1A1	-2.41977763175964	0.0155300006496275	0.331790022278653	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
STX19	2.41720986366272	0.0156399969059157	0.331790022278653	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
TSEN2	-2.41651225090027	0.0156699989113623	0.331790022278653	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
BIK	-2.41602714482987	0.0156908915449573	0.331790022278653	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
SPRR2E	-2.41235136985779	0.0158499983563721	0.332899910316405	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
FGB	-2.4118914604187	0.0158700051806188	0.332899910316405	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
TMEM8B	2.40914368629456	0.0159900012669711	0.332899910316405	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
TREX1	-2.40692309821791	0.0160875570710051	0.332899910316405	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
CAMTA1	2.4057343006134	0.0161399985406376	0.332899910316405	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
PTGES	-2.4057343006134	0.0161399985406376	0.332899910316405	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
NCK2	2.40505576133728	0.0161699982734672	0.332899910316405	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
RAB12	-2.40460395812988	0.016190000669421	0.332899910316405	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
RMDN1	-2.40257716178894	0.0162799995599988	0.333561590128962	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
SLC30A6	2.40033674240112	0.0163799955666791	0.333561590128962	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
GPATCH11	2.40011334419251	0.0163899959597159	0.333561590128962	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
PMM2	2.39677667617798	0.0165400011066139	0.335469478227002	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
PEX5L	2.39334699016577	0.0166954433707078	0.336369333002334	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
SLC11A1	-2.39193081855774	0.0167600011766026	0.336369333002334	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
NXF1	2.39149308204651	0.0167800001874612	0.336369333002334	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
HOXA4	-2.3908371925354	0.0168100052380841	0.336369333002334	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
ZNF823	-2.38887619972229	0.0168999960926761	0.337039052510461	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
LINC00205	2.38069534301758	0.0172799964853555	0.341391553214224	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
SETD3	2.38069534301758	0.0172799964853555	0.341391553214224	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
HMOX2	2.38048219680786	0.0172899964901385	0.341391553214224	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
ME1	-2.37750935554504	0.0174300008186859	0.342284049775886	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
STARD5	2.37708640098572	0.0174500001898154	0.342284049775886	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
STX5	2.37560939788818	0.0175199980574966	0.342530322678204	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
PICK1	-2.37141752243042	0.0177200010808369	0.345308387075264	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
PTPRU	-2.3687150478363	0.017849999995676	0.346163874196652	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
UPK1A	2.36809372901917	0.0178800055764831	0.346163874196652	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
C16orf70	-2.36254382133484	0.018149995506816	0.349508819527974	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
CBX1	2.36213541030884	0.0181700040338206	0.349508819527974	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
SLC27A4	-2.3568639755249	0.0184299964324395	0.353369995905585	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
TRIM15	-2.35545563697815	0.018500005898347	0.353575433243087	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
WNT7A	2.35026597976685	0.0187600001890172	0.356836399729845	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
SLC22A11	2.34868168830872	0.01884000510067	0.356836399729845	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
C19orf33	-2.34730052947998	0.0189099953571409	0.356836399729845	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
MTF2	-2.34730052947998	0.0189099953571409	0.356836399729845	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
SLC3A2	-2.34592366218567	0.0189799943574195	0.356969281789957	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
IRAK1BP1	-2.34481024491835	0.019036765321014	0.356969281789957	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
DPH5	-2.33756160736084	0.019410001532704	0.361252506602574	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
UPK3B	2.33564019203186	0.0195100019936178	0.361252506602574	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
ATG10	-2.33506560325623	0.0195399938755411	0.361252506602574	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
RAB36	-2.33430027961731	0.0195800041122553	0.361252506602574	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
HAGHL	-2.33277416229248	0.0196600014367858	0.361252506602574	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
DNAJB9	-2.33239340782166	0.0196800045885808	0.361252506602574	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
FAM71F2	2.3316330909729	0.0197200014549083	0.361252506602574	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
ZFHX3	2.33106668686906	0.0197498435606975	0.361252506602574	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
RP11-327L9.1	2.32766318321228	0.0199299955627857	0.362839577384525	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
GOLT1A	2.32634782791138	0.0200000024588982	0.362839577384525	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
DTX4	-2.32597279548645	0.0200200020187129	0.362839577384525	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
